fecha,codigo_art,dias_reaprovisionamiento,ingreso,egreso
2023-12-14,GHW1120SF,90,0,36
2023-12-15,GHW1120SF,90,0,24
2023-12-18,GHW1120SF,90,0,72
2023-12-19,GHW1120SF,90,12,84
2023-12-20,GHW1120SF,90,0,60
2023-12-27,GHW1120SF,90,0,36
2024-01-03,GHW1120SF,90,84,84
2024-01-04,GHW1120SF,90,600,0
2024-01-05,GHW1120SF,90,0,144
2024-01-10,GHW1120SF,90,0,24
2024-01-11,GHW1120SF,90,60,240
2024-01-12,GHW1120SF,90,0,144
2024-01-15,GHW1120SF,90,12,120
2024-01-16,GHW1120SF,90,144,144
2024-02-07,GHW1120SF,90,732,12
2024-02-08,GHW1120SF,90,0,12
2024-02-09,GHW1120SF,90,60,96
2024-02-14,GHW1120SF,90,72,144
2024-02-15,GHW1120SF,90,0,12
2024-02-16,GHW1120SF,90,192,0
2024-02-19,GHW1120SF,90,48,456
2024-02-20,GHW1120SF,90,96,180
2024-02-21,GHW1120SF,90,192,204
2024-02-26,GHW1120SF,90,0,192
2024-02-27,GHW1120SF,90,120,132
2024-03-01,GHW1120SF,90,0,72
2024-03-25,GHW1120SF,90,720,0
2024-03-26,GHW1120SF,90,12,72
2024-03-27,GHW1120SF,90,96,192
2024-03-28,GHW1120SF,90,108,612
2024-04-05,GHW1120SF,90,660,0
2024-04-10,GHW1120SF,90,960,120
2024-04-12,GHW1120SF,90,0,120
2024-04-15,GHW1120SF,90,60,180
2024-04-16,GHW1120SF,90,0,720
2024-04-17,GHW1120SF,90,60,60
2024-04-18,GHW1120SF,90,12,12
2024-04-19,GHW1120SF,90,588,228
2024-04-22,GHW1120SF,90,360,360
2024-04-24,GHW1120SF,90,60,276
2024-04-25,GHW1120SF,90,0,36
2024-04-26,GHW1120SF,90,12,96
2024-04-29,GHW1120SF,90,0,168
2024-04-30,GHW1120SF,90,156,492
2024-05-02,GHW1120SF,90,720,0
2024-05-07,GHW1120SF,90,120,288
2024-05-10,GHW1120SF,90,720,48
2024-05-13,GHW1120SF,90,0,144
2024-05-15,GHW1120SF,90,0,12
2024-05-16,GHW1120SF,90,36,84
2024-05-17,GHW1120SF,90,0,108
2024-05-20,GHW1120SF,90,48,96
2024-05-21,GHW1120SF,90,48,228
2024-05-23,GHW1120SF,90,24,96
2024-05-24,GHW1120SF,90,0,24
2024-05-27,GHW1120SF,90,0,96
2024-05-28,GHW1120SF,90,60,144
2024-05-29,GHW1120SF,90,0,24
2024-05-31,GHW1120SF,90,72,372
2024-06-04,GHW1120SF,90,144,60
2024-06-06,GHW1120SF,90,732,72
2024-06-07,GHW1120SF,90,0,60
2024-06-11,GHW1120SF,90,0,0
2024-06-12,GHW1120SF,90,48,108
2024-06-13,GHW1120SF,90,0,36
2024-06-14,GHW1120SF,90,0,144
2024-06-18,GHW1120SF,90,144,204
2024-06-19,GHW1120SF,90,36,180
2024-06-24,GHW1120SF,90,48,96
2024-06-26,GHW1120SF,90,636,108
2024-06-28,GHW1120SF,90,36,360
2024-07-04,GHW1120SF,90,0,144
2024-07-05,GHW1120SF,90,84,240
2024-07-08,GHW1120SF,90,0,12
2024-07-10,GHW1120SF,90,12,24
2024-07-15,GHW1120SF,90,912,156
2024-07-16,GHW1120SF,90,0,12
2024-07-18,GHW1120SF,90,120,240
2024-07-19,GHW1120SF,90,48,144
2024-07-22,GHW1120SF,90,0,72
2024-07-23,GHW1120SF,90,144,288
2024-07-24,GHW1120SF,90,540,540
2024-07-25,GHW1120SF,90,276,348
2024-07-26,GHW1120SF,90,36,96
2024-07-29,GHW1120SF,90,0,12
2024-07-30,GHW1120SF,90,24,60
2024-07-31,GHW1120SF,90,0,12
2024-08-02,GHW1120SF,90,0,24
2024-08-05,GHW1120SF,90,120,0
2024-08-07,GHW1120SF,90,0,372
2024-08-08,GHW1120SF,90,696,24
2024-08-09,GHW1120SF,90,0,12
2024-08-14,GHW1120SF,90,180,360
2024-08-19,GHW1120SF,90,672,240
2024-08-20,GHW1120SF,90,0,24
2024-08-21,GHW1120SF,90,60,132
2024-08-22,GHW1120SF,90,660,612
2024-08-23,GHW1120SF,90,216,300
2024-08-26,GHW1120SF,90,0,144
2024-08-27,GHW1120SF,90,12,48
2024-08-28,GHW1120SF,90,36,72
2024-08-29,GHW1120SF,90,264,420
2024-08-30,GHW1120SF,90,48,144
2024-09-03,GHW1120SF,90,600,0
2024-09-11,GHW1120SF,90,0,12
2024-09-12,GHW1120SF,90,576,0
2024-09-13,GHW1120SF,90,60,204
2024-09-16,GHW1120SF,90,48,108
2024-09-17,GHW1120SF,90,0,0
2024-09-18,GHW1120SF,90,0,12
2024-09-23,GHW1120SF,90,396,84
2024-09-24,GHW1120SF,90,192,372
2024-09-25,GHW1120SF,90,72,228
2024-09-26,GHW1120SF,90,180,324
2024-09-27,GHW1120SF,90,0,120
2024-09-30,GHW1120SF,90,180,624
2024-10-02,GHW1120SF,90,720,0
2024-10-09,GHW1120SF,90,900,0
2024-10-10,GHW1120SF,90,0,12
2024-10-14,GHW1120SF,90,0,324
2024-10-15,GHW1120SF,90,0,12
2024-10-16,GHW1120SF,90,0,12
2024-10-17,GHW1120SF,90,60,192
2024-10-18,GHW1120SF,90,60,120
2024-10-21,GHW1120SF,90,744,204
2024-10-22,GHW1120SF,90,0,36
2024-10-23,GHW1120SF,90,0,12
2024-10-24,GHW1120SF,90,0,336
2024-10-25,GHW1120SF,90,348,432
2024-10-28,GHW1120SF,90,24,48
2024-10-29,GHW1120SF,90,0,36
2024-10-31,GHW1120SF,90,168,708
2024-11-04,GHW1120SF,90,636,0
2024-11-15,GHW1120SF,90,12,24
2024-11-19,GHW1120SF,90,192,384
2024-11-20,GHW1120SF,90,0,12
2024-11-22,GHW1120SF,90,24,120
2024-11-25,GHW1120SF,90,72,156
2024-11-27,GHW1120SF,90,0,72
2024-11-28,GHW1120SF,90,12,60
2024-11-29,GHW1120SF,90,828,288
2024-12-11,GHW1120SF,90,0,0
2024-12-12,GHW1120SF,90,0,60
2024-12-13,GHW1120SF,90,60,204
2024-12-14,GHW1120SF,90,48,96
2024-12-16,GHW1120SF,90,0,12
2024-12-17,GHW1120SF,90,12,24
2024-12-18,GHW1120SF,90,60,120
2024-12-21,GHW1120SF,90,0,12
2024-12-27,GHW1120SF,90,252,516
2025-01-02,GHW1120SF,90,660,0
2025-01-16,GHW1120SF,90,0,336
2025-01-17,GHW1120SF,90,12,36
2021-01-28,GHW1122SF,90,780,0
2021-02-18,GHW1122SF,90,12,108
2021-02-19,GHW1122SF,90,44,240
2021-02-23,GHW1122SF,90,36,84
2021-02-24,GHW1122SF,90,24,60
2021-02-26,GHW1122SF,90,0,60
2021-02-27,GHW1122SF,90,0,312
2021-02-28,GHW1122SF,90,24,48
2021-03-03,GHW1122SF,90,12,20
2021-03-04,GHW1122SF,90,12,0
2021-03-16,GHW1122SF,90,0,12
2021-04-13,GHW1122SF,90,600,0
2021-04-21,GHW1122SF,90,0,60
2021-04-22,GHW1122SF,90,60,180
2021-04-23,GHW1122SF,90,60,96
2021-04-28,GHW1122SF,90,204,216
2021-04-29,GHW1122SF,90,144,408
2021-04-30,GHW1122SF,90,72,168
2021-06-03,GHW1122SF,90,1704,0
2021-06-09,GHW1122SF,90,216,432
2021-06-10,GHW1122SF,90,0,24
2021-06-11,GHW1122SF,90,0,204
2021-06-14,GHW1122SF,90,96,72
2021-06-15,GHW1122SF,90,216,0
2021-06-16,GHW1122SF,90,36,132
2021-06-18,GHW1122SF,90,0,576
2021-06-19,GHW1122SF,90,0,24
2021-06-22,GHW1122SF,90,24,48
2021-06-23,GHW1122SF,90,12,72
2021-06-24,GHW1122SF,90,0,72
2021-06-28,GHW1122SF,90,120,324
2021-06-29,GHW1122SF,90,0,48
2021-06-30,GHW1122SF,90,192,468
2021-07-20,GHW1122SF,90,0,24
2021-08-12,GHW1122SF,90,444,0
2021-08-13,GHW1122SF,90,960,0
2021-08-17,GHW1122SF,90,360,84
2021-08-18,GHW1122SF,90,1,0
2021-08-25,GHW1122SF,90,0,12
2021-08-26,GHW1122SF,90,0,24
2021-08-27,GHW1122SF,90,132,252
2021-08-28,GHW1122SF,90,0,120
2021-08-30,GHW1122SF,90,24,48
2021-09-02,GHW1122SF,90,24,48
2021-09-09,GHW1122SF,90,240,840
2021-09-13,GHW1122SF,90,144,384
2021-09-14,GHW1122SF,90,0,36
2021-09-15,GHW1122SF,90,0,240
2021-09-17,GHW1122SF,90,0,168
2021-09-23,GHW1122SF,90,0,96
2021-09-24,GHW1122SF,90,0,12
2021-09-27,GHW1122SF,90,12,12
2021-09-28,GHW1122SF,90,0,12
2021-09-30,GHW1122SF,90,0,24
2021-10-07,GHW1122SF,90,12,37
2021-10-12,GHW1122SF,90,480,0
2021-10-19,GHW1122SF,90,2868,0
2021-10-25,GHW1122SF,90,288,864
2021-10-27,GHW1122SF,90,12,84
2021-10-28,GHW1122SF,90,48,120
2021-10-29,GHW1122SF,90,12,48
2021-10-30,GHW1122SF,90,492,1356
2021-11-03,GHW1122SF,90,12,24
2021-11-12,GHW1122SF,90,0,48
2021-11-15,GHW1122SF,90,60,0
2021-11-23,GHW1122SF,90,0,240
2021-11-24,GHW1122SF,90,264,576
2021-11-25,GHW1122SF,90,216,492
2021-11-30,GHW1122SF,90,336,1200
2021-12-06,GHW1122SF,90,600,0
2021-12-14,GHW1122SF,90,144,144
2021-12-15,GHW1122SF,90,456,456
2021-12-16,GHW1122SF,90,4164,0
2021-12-22,GHW1122SF,90,0,180
2021-12-29,GHW1122SF,90,0,72
2022-01-10,GHW1122SF,90,0,48
2022-01-20,GHW1122SF,90,98,314
2022-01-28,GHW1122SF,90,24,216
2022-01-29,GHW1122SF,90,2136,0
2022-01-31,GHW1122SF,90,204,588
2022-02-01,GHW1122SF,90,432,432
2022-02-03,GHW1122SF,90,48,96
2022-02-07,GHW1122SF,90,120,120
2022-02-14,GHW1122SF,90,5760,5844
2022-02-18,GHW1122SF,90,72,144
2022-02-20,GHW1122SF,90,108,228
2022-02-21,GHW1122SF,90,0,24
2022-02-22,GHW1122SF,90,108,240
2022-02-23,GHW1122SF,90,24,72
2022-02-24,GHW1122SF,90,12,24
2022-02-25,GHW1122SF,90,288,852
2022-03-07,GHW1122SF,90,24,24
2022-03-10,GHW1122SF,90,12,36
2022-03-14,GHW1122SF,90,264,552
2022-03-22,GHW1122SF,90,0,12
2022-03-23,GHW1122SF,90,36,96
2022-03-25,GHW1122SF,90,60,132
2022-03-28,GHW1122SF,90,240,528
2022-03-29,GHW1122SF,90,60,372
2022-03-30,GHW1122SF,90,0,180
2022-03-31,GHW1122SF,90,564,1140
2022-04-06,GHW1122SF,90,852,0
2022-04-08,GHW1122SF,90,144,336
2022-04-21,GHW1122SF,90,24,48
2022-04-22,GHW1122SF,90,96,264
2022-04-25,GHW1122SF,90,264,852
2022-04-26,GHW1122SF,90,12,36
2022-04-27,GHW1122SF,90,0,12
2022-04-28,GHW1122SF,90,48,204
2022-04-29,GHW1122SF,90,228,528
2022-05-10,GHW1122SF,90,2280,0
2022-05-14,GHW1122SF,90,1020,0
2022-05-17,GHW1122SF,90,120,228
2022-05-23,GHW1122SF,90,72,240
2022-05-24,GHW1122SF,90,0,24
2022-05-27,GHW1122SF,90,180,552
2022-05-30,GHW1122SF,90,24,72
2022-05-31,GHW1122SF,90,168,432
2022-06-02,GHW1122SF,90,1860,0
2022-06-07,GHW1122SF,90,60,180
2022-06-08,GHW1122SF,90,12,60
2022-06-09,GHW1122SF,90,24,72
2022-06-15,GHW1122SF,90,0,12
2022-06-16,GHW1122SF,90,0,12
2022-06-21,GHW1122SF,90,0,12
2022-06-22,GHW1122SF,90,192,432
2022-06-24,GHW1122SF,90,12,36
2022-06-27,GHW1122SF,90,84,252
2022-06-28,GHW1122SF,90,300,888
2022-06-29,GHW1122SF,90,12,24
2022-06-30,GHW1122SF,90,60,240
2022-07-11,GHW1122SF,90,0,12
2022-07-13,GHW1122SF,90,96,240
2022-07-14,GHW1122SF,90,0,36
2022-07-18,GHW1122SF,90,0,36
2022-07-19,GHW1122SF,90,84,204
2022-07-20,GHW1122SF,90,144,360
2022-07-21,GHW1122SF,90,12,24
2022-07-22,GHW1122SF,90,72,192
2022-07-27,GHW1122SF,90,36,120
2022-07-29,GHW1122SF,90,12,144
2022-08-04,GHW1122SF,90,0,12
2022-08-05,GHW1122SF,90,120,240
2022-08-09,GHW1122SF,90,60,240
2022-08-10,GHW1122SF,90,36,84
2022-08-16,GHW1122SF,90,24,48
2022-08-17,GHW1122SF,90,0,120
2022-08-22,GHW1122SF,90,180,540
2022-08-23,GHW1122SF,90,0,36
2022-08-24,GHW1122SF,90,72,180
2022-08-25,GHW1122SF,90,0,72
2022-08-26,GHW1122SF,90,0,24
2022-08-29,GHW1122SF,90,12,60
2022-08-30,GHW1122SF,90,36,108
2022-09-07,GHW1122SF,90,900,0
2022-09-08,GHW1122SF,90,0,0
2022-09-16,GHW1122SF,90,36,72
2022-09-19,GHW1122SF,90,36,84
2022-09-20,GHW1122SF,90,0,12
2022-09-21,GHW1122SF,90,24,60
2022-09-23,GHW1122SF,90,12,24
2022-09-26,GHW1122SF,90,0,48
2022-09-27,GHW1122SF,90,84,204
2022-09-28,GHW1122SF,90,300,900
2022-09-29,GHW1122SF,90,60,120
2022-09-30,GHW1122SF,90,36,72
2022-10-14,GHW1122SF,90,0,240
2022-10-17,GHW1122SF,90,12,12
2022-10-19,GHW1122SF,90,36,72
2022-10-20,GHW1122SF,90,0,0
2022-10-21,GHW1122SF,90,12,48
2022-10-24,GHW1122SF,90,24,48
2022-10-25,GHW1122SF,90,0,60
2022-10-26,GHW1122SF,90,0,24
2022-10-28,GHW1122SF,90,0,36
2022-10-31,GHW1122SF,90,24,420
2022-11-07,GHW1122SF,90,12,24
2022-11-08,GHW1122SF,90,24,24
2022-11-09,GHW1122SF,90,84,192
2022-11-10,GHW1122SF,90,12,24
2022-11-15,GHW1122SF,90,12,60
2022-11-16,GHW1122SF,90,0,36
2022-11-18,GHW1122SF,90,1200,12
2022-11-25,GHW1122SF,90,36,96
2022-11-28,GHW1122SF,90,0,240
2022-11-29,GHW1122SF,90,84,180
2022-11-30,GHW1122SF,90,48,108
2022-12-06,GHW1122SF,90,0,24
2022-12-14,GHW1122SF,90,24,72
2022-12-20,GHW1122SF,90,0,360
2022-12-21,GHW1122SF,90,360,0
2022-12-22,GHW1122SF,90,72,144
2022-12-23,GHW1122SF,90,0,48
2022-12-26,GHW1122SF,90,72,156
2022-12-28,GHW1122SF,90,72,240
2023-01-04,GHW1122SF,90,0,60
2023-01-05,GHW1122SF,90,300,0
2023-01-11,GHW1122SF,90,0,12
2023-01-12,GHW1122SF,90,0,36
2023-01-13,GHW1122SF,90,972,324
2023-01-18,GHW1122SF,90,0,36
2023-01-19,GHW1122SF,90,12,24
2023-01-25,GHW1122SF,90,12,36
2023-01-26,GHW1122SF,90,420,996
2023-01-27,GHW1122SF,90,24,48
2023-01-30,GHW1122SF,90,24,72
2023-01-31,GHW1122SF,90,108,408
2023-02-01,GHW1122SF,90,660,0
2023-02-07,GHW1122SF,90,12,24
2023-02-14,GHW1122SF,90,24,72
2023-02-16,GHW1122SF,90,0,12
2023-02-17,GHW1122SF,90,0,36
2023-02-22,GHW1122SF,90,0,60
2023-02-24,GHW1122SF,90,36,84
2023-02-27,GHW1122SF,90,24,48
2023-02-28,GHW1122SF,90,0,60
2023-03-14,GHW1122SF,90,12,36
2023-03-20,GHW1122SF,90,48,120
2023-03-21,GHW1122SF,90,0,24
2023-03-23,GHW1122SF,90,108,264
2023-03-24,GHW1122SF,90,120,240
2023-03-28,GHW1122SF,90,0,0
2023-03-29,GHW1122SF,90,12,48
2023-03-30,GHW1122SF,90,192,684
2023-03-31,GHW1122SF,90,0,60
2023-04-04,GHW1122SF,90,420,0
2023-04-10,GHW1122SF,90,420,0
2023-04-14,GHW1122SF,90,0,12
2023-04-18,GHW1122SF,90,24,48
2023-04-19,GHW1122SF,90,0,36
2023-04-20,GHW1122SF,90,48,60
2023-04-21,GHW1122SF,90,900,48
2023-04-25,GHW1122SF,90,96,192
2023-04-26,GHW1122SF,90,60,120
2023-04-27,GHW1122SF,90,0,36
2023-04-28,GHW1122SF,90,36,408
2023-04-29,GHW1122SF,90,132,288
2023-05-08,GHW1122SF,90,144,336
2023-05-09,GHW1122SF,90,0,12
2023-05-10,GHW1122SF,90,0,24
2023-05-12,GHW1122SF,90,0,48
2023-05-18,GHW1122SF,90,924,60
2023-05-22,GHW1122SF,90,36,120
2023-05-23,GHW1122SF,90,0,12
2023-05-24,GHW1122SF,90,48,240
2023-05-29,GHW1122SF,90,48,48
2023-05-31,GHW1122SF,90,120,372
2023-06-07,GHW1122SF,90,756,72
2023-06-13,GHW1122SF,90,0,72
2023-06-14,GHW1122SF,90,0,12
2023-06-15,GHW1122SF,90,600,180
2023-06-16,GHW1122SF,90,36,96
2023-06-21,GHW1122SF,90,0,12
2023-06-23,GHW1122SF,90,192,612
2023-06-26,GHW1122SF,90,12,24
2023-06-27,GHW1122SF,90,24,96
2023-06-30,GHW1122SF,90,108,516
2023-07-07,GHW1122SF,90,60,60
2023-07-12,GHW1122SF,90,96,216
2023-07-13,GHW1122SF,90,240,564
2023-07-14,GHW1122SF,90,36,228
2023-07-17,GHW1122SF,90,48,96
2023-07-19,GHW1122SF,90,480,0
2023-07-20,GHW1122SF,90,168,336
2023-07-21,GHW1122SF,90,60,132
2023-07-24,GHW1122SF,90,0,12
2023-07-25,GHW1122SF,90,12,24
2023-07-26,GHW1122SF,90,0,24
2023-07-27,GHW1122SF,90,0,12
2023-07-28,GHW1122SF,90,108,480
2023-08-04,GHW1122SF,90,384,0
2023-08-10,GHW1122SF,90,12,36
2023-08-11,GHW1122SF,90,96,204
2023-08-14,GHW1122SF,90,144,336
2023-08-15,GHW1122SF,90,0,24
2023-08-16,GHW1122SF,90,36,60
2023-08-18,GHW1122SF,90,24,84
2023-08-22,GHW1122SF,90,0,24
2023-08-23,GHW1122SF,90,0,24
2023-08-24,GHW1122SF,90,24,36
2023-08-25,GHW1122SF,90,0,36
2023-08-28,GHW1122SF,90,48,108
2023-08-29,GHW1122SF,90,12,48
2023-08-30,GHW1122SF,90,0,132
2023-08-31,GHW1122SF,90,192,840
2023-09-01,GHW1122SF,90,96,96
2023-09-04,GHW1122SF,90,600,0
2023-09-06,GHW1122SF,90,600,0
2023-09-11,GHW1122SF,90,0,12
2023-09-12,GHW1122SF,90,0,24
2023-09-13,GHW1122SF,90,12,24
2023-09-14,GHW1122SF,90,0,84
2023-09-15,GHW1122SF,90,0,12
2023-09-19,GHW1122SF,90,240,12
2023-09-20,GHW1122SF,90,0,12
2023-09-22,GHW1122SF,90,36,84
2023-09-28,GHW1122SF,90,336,696
2023-09-29,GHW1122SF,90,204,576
2023-10-01,GHW1122SF,90,360,0
2023-10-03,GHW1122SF,90,0,12
2023-10-09,GHW1122SF,90,24,48
2023-10-10,GHW1122SF,90,0,12
2023-10-12,GHW1122SF,90,144,312
2023-10-17,GHW1122SF,90,48,48
2023-10-18,GHW1122SF,90,0,48
2023-10-19,GHW1122SF,90,108,468
2023-10-23,GHW1122SF,90,12,48
2023-10-25,GHW1122SF,90,60,156
2023-10-26,GHW1122SF,90,48,120
2023-10-27,GHW1122SF,90,120,240
2023-10-30,GHW1122SF,90,12,48
2023-10-31,GHW1122SF,90,60,120
2023-11-01,GHW1122SF,90,660,0
2023-11-02,GHW1122SF,90,12,12
2023-11-07,GHW1122SF,90,0,12
2023-11-08,GHW1122SF,90,36,36
2023-11-09,GHW1122SF,90,0,12
2023-11-10,GHW1122SF,90,0,24
2023-11-14,GHW1122SF,90,300,0
2023-11-15,GHW1122SF,90,0,60
2023-11-17,GHW1122SF,90,0,12
2023-11-21,GHW1122SF,90,0,12
2023-11-23,GHW1122SF,90,72,204
2023-11-27,GHW1122SF,90,36,84
2023-11-28,GHW1122SF,90,48,132
2023-11-30,GHW1122SF,90,60,120
2023-12-11,GHW1122SF,90,0,24
2023-12-13,GHW1122SF,90,0,420
2023-12-15,GHW1122SF,90,0,48
2023-12-18,GHW1122SF,90,24,48
2023-12-19,GHW1122SF,90,12,24
2023-12-20,GHW1122SF,90,0,36
2023-12-21,GHW1122SF,90,12,24
2023-12-26,GHW1122SF,90,0,12
2024-01-04,GHW1122SF,90,240,0
2024-01-10,GHW1122SF,90,0,48
2024-01-11,GHW1122SF,90,72,192
2024-01-12,GHW1122SF,90,0,24
2024-01-15,GHW1122SF,90,48,48
2024-01-16,GHW1122SF,90,0,48
2024-02-07,GHW1122SF,90,780,0
2024-02-08,GHW1122SF,90,0,12
2024-02-09,GHW1122SF,90,0,48
2024-02-14,GHW1122SF,90,0,24
2024-02-16,GHW1122SF,90,192,0
2024-02-19,GHW1122SF,90,24,180
2024-02-20,GHW1122SF,90,144,240
2024-02-21,GHW1122SF,90,72,84
2024-02-22,GHW1122SF,90,192,492
2024-02-26,GHW1122SF,90,72,228
2024-02-27,GHW1122SF,90,0,36
2024-03-01,GHW1122SF,90,0,72
2024-03-08,GHW1122SF,90,144,144
2024-03-11,GHW1122SF,90,0,12
2024-03-13,GHW1122SF,90,36,84
2024-03-25,GHW1122SF,90,600,0
2024-03-26,GHW1122SF,90,24,48
2024-03-27,GHW1122SF,90,120,240
2024-03-28,GHW1122SF,90,24,240
2024-04-10,GHW1122SF,90,600,0
2024-04-16,GHW1122SF,90,0,60
2024-04-18,GHW1122SF,90,0,84
2024-04-19,GHW1122SF,90,48,144
2024-04-22,GHW1122SF,90,120,120
2024-04-23,GHW1122SF,90,0,12
2024-04-24,GHW1122SF,90,180,360
2024-04-25,GHW1122SF,90,0,36
2024-04-26,GHW1122SF,90,24,96
2024-04-29,GHW1122SF,90,0,12
2024-04-30,GHW1122SF,90,156,324
2024-05-02,GHW1122SF,90,420,0
2024-05-07,GHW1122SF,90,120,240
2024-05-10,GHW1122SF,90,420,0
2024-05-13,GHW1122SF,90,36,132
2024-05-15,GHW1122SF,90,0,48
2024-05-16,GHW1122SF,90,36,96
2024-05-17,GHW1122SF,90,0,24
2024-05-20,GHW1122SF,90,48,96
2024-05-21,GHW1122SF,90,36,72
2024-05-23,GHW1122SF,90,24,48
2024-05-24,GHW1122SF,90,0,36
2024-05-28,GHW1122SF,90,72,156
2024-05-29,GHW1122SF,90,0,24
2024-05-31,GHW1122SF,90,36,156
2024-06-06,GHW1122SF,90,600,0
2024-06-12,GHW1122SF,90,72,144
2024-06-13,GHW1122SF,90,120,252
2024-06-14,GHW1122SF,90,144,228
2024-06-18,GHW1122SF,90,180,192
2024-06-19,GHW1122SF,90,36,228
2024-06-24,GHW1122SF,90,24,48
2024-06-26,GHW1122SF,90,456,72
2024-06-27,GHW1122SF,90,12,24
2024-06-28,GHW1122SF,90,72,336
2024-07-05,GHW1122SF,90,84,192
2024-07-08,GHW1122SF,90,0,24
2024-07-10,GHW1122SF,90,12,24
2024-07-11,GHW1122SF,90,72,144
2024-07-15,GHW1122SF,90,600,12
2024-07-16,GHW1122SF,90,0,12
2024-07-18,GHW1122SF,90,108,216
2024-07-19,GHW1122SF,90,48,132
2024-07-22,GHW1122SF,90,0,84
2024-07-23,GHW1122SF,90,144,252
2024-07-24,GHW1122SF,90,528,528
2024-07-25,GHW1122SF,90,264,372
2024-07-26,GHW1122SF,90,36,108
2024-07-29,GHW1122SF,90,48,180
2024-07-30,GHW1122SF,90,36,84
2024-07-31,GHW1122SF,90,24,60
2024-08-02,GHW1122SF,90,0,12
2024-08-08,GHW1122SF,90,516,0
2024-08-14,GHW1122SF,90,120,240
2024-08-19,GHW1122SF,90,564,204
2024-08-20,GHW1122SF,90,0,48
2024-08-21,GHW1122SF,90,60,132
2024-08-22,GHW1122SF,90,516,312
2024-08-23,GHW1122SF,90,312,360
2024-08-26,GHW1122SF,90,0,24
2024-08-27,GHW1122SF,90,0,24
2024-08-28,GHW1122SF,90,36,84
2024-08-29,GHW1122SF,90,180,336
2024-08-30,GHW1122SF,90,12,48
2024-08-31,GHW1122SF,90,156,312
2024-09-03,GHW1122SF,90,420,0
2024-09-11,GHW1122SF,90,12,36
2024-09-12,GHW1122SF,90,384,0
2024-09-13,GHW1122SF,90,84,252
2024-09-16,GHW1122SF,90,24,84
2024-09-17,GHW1122SF,90,0,0
2024-09-18,GHW1122SF,90,0,24
2024-09-19,GHW1122SF,90,0,12
2024-09-23,GHW1122SF,90,300,72
2024-09-24,GHW1122SF,90,144,288
2024-09-25,GHW1122SF,90,108,288
2024-09-26,GHW1122SF,90,48,72
2024-09-27,GHW1122SF,90,0,96
2024-09-30,GHW1122SF,90,144,456
2024-10-02,GHW1122SF,90,720,0
2024-10-09,GHW1122SF,90,600,48
2024-10-10,GHW1122SF,90,24,72
2024-10-14,GHW1122SF,90,0,36
2024-10-15,GHW1122SF,90,60,120
2024-10-16,GHW1122SF,90,0,12
2024-10-17,GHW1122SF,90,120,264
2024-10-18,GHW1122SF,90,60,120
2024-10-21,GHW1122SF,90,744,228
2024-10-22,GHW1122SF,90,0,84
2024-10-23,GHW1122SF,90,0,12
2024-10-24,GHW1122SF,90,0,96
2024-10-25,GHW1122SF,90,60,420
2024-10-28,GHW1122SF,90,12,24
2024-10-29,GHW1122SF,90,0,48
2024-10-31,GHW1122SF,90,281,713
2024-11-04,GHW1122SF,90,805,1
2024-11-11,GHW1122SF,90,0,48
2024-11-15,GHW1122SF,90,132,264
2024-11-19,GHW1122SF,90,372,744
2024-11-20,GHW1122SF,90,0,48
2024-11-22,GHW1122SF,90,0,72
2024-11-25,GHW1122SF,90,96,204
2024-11-26,GHW1122SF,90,12,36
2024-11-27,GHW1122SF,90,0,72
2024-11-28,GHW1122SF,90,12,36
2024-11-29,GHW1122SF,90,864,564
2024-11-30,GHW1122SF,90,12,12
2024-12-12,GHW1122SF,90,0,60
2024-12-13,GHW1122SF,90,0,144
2024-12-14,GHW1122SF,90,48,96
2024-12-16,GHW1122SF,90,0,12
2024-12-17,GHW1122SF,90,12,24
2024-12-18,GHW1122SF,90,0,12
2024-12-21,GHW1122SF,90,36,84
2024-12-26,GHW1122SF,90,60,180
2024-12-27,GHW1122SF,90,264,528
2025-01-02,GHW1122SF,90,480,0
2021-01-20,GHW1124SF,90,240,0
2021-01-28,GHW1124SF,90,1680,0
2021-02-08,GHW1124SF,90,24,0
2021-02-18,GHW1124SF,90,24,156
2021-02-19,GHW1124SF,90,80,144
2021-02-23,GHW1124SF,90,84,252
2021-02-24,GHW1124SF,90,24,72
2021-02-26,GHW1124SF,90,0,144
2021-02-27,GHW1124SF,90,0,888
2021-02-28,GHW1124SF,90,132,264
2021-03-03,GHW1124SF,90,60,120
2021-03-04,GHW1124SF,90,52,0
2021-03-05,GHW1124SF,90,0,96
2021-03-16,GHW1124SF,90,48,204
2021-03-18,GHW1124SF,90,0,24
2021-03-23,GHW1124SF,90,12,24
2021-03-25,GHW1124SF,90,0,60
2021-03-26,GHW1124SF,90,24,24
2021-03-31,GHW1124SF,90,0,12
2021-04-01,GHW1124SF,90,12,12
2021-04-08,GHW1124SF,90,96,0
2021-04-21,GHW1124SF,90,0,96
2021-04-29,GHW1124SF,90,51,0
2021-05-05,GHW1124SF,90,1680,0
2021-05-18,GHW1124SF,90,0,192
2021-06-03,GHW1124SF,90,1680,0
2021-06-04,GHW1124SF,90,720,0
2021-06-09,GHW1124SF,90,216,432
2021-06-10,GHW1124SF,90,0,36
2021-06-11,GHW1124SF,90,84,312
2021-06-14,GHW1124SF,90,96,72
2021-06-15,GHW1124SF,90,624,0
2021-06-16,GHW1124SF,90,0,60
2021-06-18,GHW1124SF,90,0,864
2021-06-19,GHW1124SF,90,0,60
