fecha,codigo_art,dias_reaprovisionamiento,ingreso,egreso
2022-10-24,KT150C,110,0,24
2022-10-26,KT150C,110,36,84
2022-10-28,KT150C,110,24,48
2022-10-31,KT150C,110,0,864
2022-11-07,KT150C,110,84,168
2022-11-08,KT150C,110,113,113
2022-11-09,KT150C,110,84,228
2022-11-11,KT150C,110,0,312
2022-11-15,KT150C,110,72,132
2022-11-16,KT150C,110,72,144
2022-11-17,KT150C,110,0,36
2022-11-18,KT150C,110,24,36
2022-11-25,KT150C,110,0,24
2022-11-28,KT150C,110,0,360
2023-02-23,KT150C,110,1068,0
2023-02-24,KT150C,110,12,24
2023-02-27,KT150C,110,0,24
2023-02-28,KT150C,110,36,156
2023-03-01,KT150C,110,0,720
2023-03-14,KT150C,110,132,324
2023-03-16,KT150C,110,120,120
2023-04-17,KT150C,110,1560,0
2023-04-19,KT150C,110,12,0
2023-04-25,KT150C,110,0,120
2023-04-26,KT150C,110,324,492
2023-04-27,KT150C,110,72,360
2023-04-28,KT150C,110,48,288
2023-04-29,KT150C,110,264,600
2023-05-04,KT150C,110,1860,0
2023-05-08,KT150C,110,336,672
2023-05-10,KT150C,110,0,72
2023-05-12,KT150C,110,0,180
2023-05-18,KT150C,110,24,48
2023-05-22,KT150C,110,168,396
2023-05-24,KT150C,110,312,816
2023-05-30,KT150C,110,144,576
2023-05-31,KT150C,110,72,204
2023-06-02,KT150C,110,720,0
2023-06-05,KT150C,110,1500,0
2023-06-13,KT150C,110,0,84
2023-06-14,KT150C,110,0,12
2023-06-15,KT150C,110,12,72
2023-06-16,KT150C,110,0,12
2023-06-21,KT150C,110,144,288
2023-06-23,KT150C,110,0,360
2023-06-26,KT150C,110,12,24
2023-06-29,KT150C,110,0,72
2023-06-30,KT150C,110,216,900
2023-07-10,KT150C,110,972,0
2023-07-12,KT150C,110,192,456
2023-07-13,KT150C,110,48,96
2023-07-14,KT150C,110,48,96
2023-07-17,KT150C,110,12,72
2023-07-21,KT150C,110,120,264
2023-07-24,KT150C,110,36,84
2023-07-25,KT150C,110,24,48
2023-07-26,KT150C,110,24,108
2023-07-27,KT150C,110,0,12
2023-07-28,KT150C,110,168,840
2023-08-04,KT150C,110,1680,0
2023-08-08,KT150C,110,0,0
2023-08-10,KT150C,110,24,60
2023-08-11,KT150C,110,192,480
2023-08-14,KT150C,110,12,492
2023-08-15,KT150C,110,24,24
2023-08-16,KT150C,110,0,12
2023-08-18,KT150C,110,36,72
2023-08-22,KT150C,110,900,0
2023-08-23,KT150C,110,12,36
2023-08-24,KT150C,110,60,120
2023-08-25,KT150C,110,0,36
2023-08-28,KT150C,110,48,156
2023-08-29,KT150C,110,282,288
2023-08-30,KT150C,110,48,108
2023-08-31,KT150C,110,252,1254
2023-09-05,KT150C,110,1728,0
2023-09-13,KT150C,110,0,12
2023-09-14,KT150C,110,24,48
2023-09-20,KT150C,110,0,12
2023-09-21,KT150C,110,0,0
2023-09-22,KT150C,110,0,48
2023-09-25,KT150C,110,0,12
2023-09-27,KT150C,110,24,48
2023-09-28,KT150C,110,216,432
2023-09-29,KT150C,110,288,696
2023-10-03,KT150C,110,132,264
2023-10-09,KT150C,110,36,36
2023-10-10,KT150C,110,144,288
2023-10-12,KT150C,110,504,1092
2023-10-17,KT150C,110,12,36
2023-10-18,KT150C,110,0,12
2023-10-19,KT150C,110,108,468
2023-10-23,KT150C,110,0,60
2023-10-25,KT150C,110,48,96
2023-10-26,KT150C,110,24,72
2023-10-27,KT150C,110,288,696
2023-10-30,KT150C,110,0,12
2023-10-31,KT150C,110,60,120
2023-11-01,KT150C,110,468,0
2023-11-07,KT150C,110,0,48
2023-11-08,KT150C,110,12,12
2023-11-10,KT150C,110,36,84
2023-11-13,KT150C,110,0,24
2023-11-14,KT150C,110,0,240
2023-11-16,KT150C,110,0,240
2023-11-21,KT150C,110,24,60
2023-11-23,KT150C,110,12,36
2023-11-24,KT150C,110,0,36
2024-01-19,KT150C,110,1200,0
2024-01-22,KT150C,110,600,0
2024-01-23,KT150C,110,60,60
2024-01-24,KT150C,110,24,252
2024-01-25,KT150C,110,0,24
2024-01-26,KT150C,110,0,24
2024-01-29,KT150C,110,12,24
2024-01-30,KT150C,110,324,708
2024-02-01,KT150C,110,0,0
2024-02-08,KT150C,110,132,312
2024-02-09,KT150C,110,24,60
2024-02-14,KT150C,110,480,996
2024-02-19,KT150C,110,84,168
2024-02-20,KT150C,110,72,192
2024-02-21,KT150C,110,960,960
2024-02-22,KT150C,110,0,12
2024-02-26,KT150C,110,72,192
2024-02-27,KT150C,110,12,24
2024-03-11,KT150C,110,0,36
2024-03-14,KT150C,110,12,24
2024-03-18,KT150C,110,480,0
2024-03-26,KT150C,110,48,144
2024-03-27,KT150C,110,12,36
2024-03-28,KT150C,110,132,492
2024-04-05,KT150C,110,300,0
2024-04-16,KT150C,110,1560,264
2024-04-18,KT150C,110,0,120
2024-04-19,KT150C,110,216,456
2024-04-23,KT150C,110,24,48
2024-04-25,KT150C,110,0,24
2024-04-26,KT150C,110,0,24
2024-04-30,KT150C,110,432,1416
2024-05-01,KT150C,110,0,180
2024-05-10,KT150C,110,1320,0
2024-05-16,KT150C,110,12,72
2024-05-20,KT150C,110,24,48
2024-05-21,KT150C,110,300,780
2024-05-23,KT150C,110,132,432
2024-05-24,KT150C,110,0,24
2024-05-28,KT150C,110,360,768
2024-05-29,KT150C,110,12,12
2024-06-04,KT150C,110,0,12
2024-06-11,KT150C,110,0,0
2024-06-12,KT150C,110,0,12
2024-08-19,KT150C,110,1968,12
2024-08-21,KT150C,110,36,96
2024-08-22,KT150C,110,36,252
2024-08-23,KT150C,110,396,456
2024-08-26,KT150C,110,0,120
2024-08-27,KT150C,110,0,60
2024-08-28,KT150C,110,36,96
2024-08-29,KT150C,110,276,684
2024-08-30,KT150C,110,132,204
2024-08-31,KT150C,110,240,492
2024-09-02,KT150C,110,60,60
2024-09-04,KT150C,110,0,60
2024-09-11,KT150C,110,0,24
2024-09-12,KT150C,110,48,228
2024-09-13,KT150C,110,36,216
2024-09-16,KT150C,110,60,132
2024-09-23,KT150C,110,12,36
2024-09-24,KT150C,110,36,60
2024-09-25,KT150C,110,24,60
2024-09-26,KT150C,110,24,48
2024-09-27,KT150C,110,0,12
2024-10-21,KT150C,110,1200,48
2024-10-22,KT150C,110,12,168
2024-10-23,KT150C,110,0,84
2024-10-24,KT150C,110,48,300
2024-10-25,KT150C,110,288,408
2024-10-28,KT150C,110,72,324
2024-10-29,KT150C,110,120,372
2024-10-31,KT150C,110,2316,1452
2024-11-01,KT150C,110,204,204
2024-11-14,KT150C,110,1104,48
2024-11-15,KT150C,110,24,48
2024-11-19,KT150C,110,360,720
2024-11-20,KT150C,110,96,348
2024-11-22,KT150C,110,0,144
2024-11-25,KT150C,110,120,264
2024-11-26,KT150C,110,36,84
2024-11-27,KT150C,110,120,444
2024-11-28,KT150C,110,0,60
2024-11-29,KT150C,110,516,1128
2024-12-04,KT150C,110,12,0
2024-12-05,KT150C,110,300,0
2024-12-11,KT150C,110,0,0
2024-12-12,KT150C,110,0,12
2024-12-13,KT150C,110,0,132
2024-12-14,KT150C,110,24,36
2024-12-16,KT150C,110,0,61
2024-12-17,KT150C,110,24,60
2024-12-18,KT150C,110,0,48
2025-01-02,KT150C,110,912,0
2025-01-10,KT150C,110,12,0
2025-01-14,KT150C,110,24,72
2025-01-17,KT150C,110,48,144
2022-02-10,KT153,110,0,0
2022-02-15,KT153,110,960,0
2022-02-18,KT153,110,0,120
2022-02-20,KT153,110,24,84
2022-02-21,KT153,110,720,0
2022-02-22,KT153,110,24,48
2022-02-23,KT153,110,48,60
2022-02-24,KT153,110,0,48
2022-02-25,KT153,110,12,96
2022-03-08,KT153,110,12,36
2022-03-14,KT153,110,36,96
2022-03-23,KT153,110,36,108
2022-03-29,KT153,110,12,144
2022-03-30,KT153,110,0,120
2022-03-31,KT153,110,108,144
2022-04-01,KT153,110,456,0
2022-04-06,KT153,110,24,0
2022-04-11,KT153,110,24,48
2022-04-19,KT153,110,0,12
2022-04-21,KT153,110,0,24
2022-04-22,KT153,110,12,24
2022-04-25,KT153,110,120,240
2022-04-26,KT153,110,36,72
2022-04-27,KT153,110,0,24
2022-04-28,KT153,110,84,180
2022-04-29,KT153,110,36,120
2022-05-02,KT153,110,300,0
2022-05-09,KT153,110,0,12
2022-05-20,KT153,110,0,36
2022-05-23,KT153,110,60,180
2022-05-27,KT153,110,48,108
2022-05-30,KT153,110,24,48
2022-05-31,KT153,110,60,252
2022-06-07,KT153,110,96,240
2022-06-08,KT153,110,60,132
2022-06-09,KT153,110,120,240
2022-06-21,KT153,110,3,60
2022-06-22,KT153,110,12,24
2022-06-23,KT153,110,0,12
2022-06-24,KT153,110,48,120
2022-06-27,KT153,110,12,48
2022-06-30,KT153,110,12,24
2022-07-11,KT153,110,0,24
2022-07-13,KT153,110,48,84
2022-07-14,KT153,110,0,24
2022-07-18,KT153,110,0,12
2022-07-19,KT153,110,60,216
2022-07-26,KT153,110,1812,12
2022-08-03,KT153,110,0,24
2022-08-09,KT153,110,0,24
2022-08-10,KT153,110,48,96
2022-08-11,KT153,110,0,48
2022-08-12,KT153,110,24,48
2022-08-16,KT153,110,0,12
2022-08-17,KT153,110,0,96
2022-08-23,KT153,110,0,168
2022-08-24,KT153,110,0,36
2022-08-25,KT153,110,36,72
2022-08-26,KT153,110,0,24
2022-08-29,KT153,110,360,732
2022-09-09,KT153,110,900,0
2022-09-13,KT153,110,12,24
2022-09-15,KT153,110,60,108
2022-09-16,KT153,110,36,132
2022-09-19,KT153,110,24,84
2022-09-20,KT153,110,0,12
2022-09-21,KT153,110,0,12
2022-09-23,KT153,110,24,84
2022-09-27,KT153,110,0,96
2022-09-28,KT153,110,36,72
2022-10-13,KT153,110,0,120
2022-10-14,KT153,110,144,300
2022-10-17,KT153,110,60,240
2022-10-19,KT153,110,24,63
2022-10-21,KT153,110,0,24
2022-10-24,KT153,110,0,60
2022-10-25,KT153,110,24,48
2022-10-31,KT153,110,0,48
2022-11-03,KT153,110,0,0
2022-11-07,KT153,110,12,24
2022-11-08,KT153,110,3,75
2022-11-09,KT153,110,24,60
2022-11-10,KT153,110,0,0
2022-11-15,KT153,110,240,516
2022-11-16,KT153,110,120,276
2022-11-18,KT153,110,0,12
2022-11-23,KT153,110,0,24
2022-11-25,KT153,110,0,12
2022-11-28,KT153,110,0,36
2022-12-13,KT153,110,36,72
2022-12-14,KT153,110,0,36
2024-10-21,KT154,120,1416,0
2024-10-23,KT154,120,0,60
2024-10-24,KT154,120,48,228
2024-10-25,KT154,120,36,108
2024-10-28,KT154,120,312,600
2024-10-29,KT154,120,180,576
2024-10-30,KT154,120,120,240
2024-10-31,KT154,120,132,312
2024-11-01,KT154,120,24,24
2024-11-06,KT154,120,0,0
2024-11-14,KT154,120,480,0
2024-11-22,KT154,120,72,216
2024-11-27,KT154,120,36,72
2024-11-29,KT154,120,192,492
2024-12-05,KT154,120,600,0
2024-12-12,KT154,120,240,480
2024-12-13,KT154,120,180,180
2024-12-16,KT154,120,0,24
2024-12-19,KT154,120,36,192
2024-12-21,KT154,120,36,72
2024-12-23,KT154,120,0,36
2024-12-26,KT154,120,384,432
2025-01-02,KT154,120,348,0
2025-01-10,KT154,120,24,48
2025-01-13,KT154,120,0,36
2025-01-16,KT154,120,0,120
2024-10-21,KT155,120,1416,0
2024-10-23,KT155,120,0,72
2024-10-24,KT155,120,48,216
2024-10-25,KT155,120,36,108
2024-10-28,KT155,120,312,612
2024-10-29,KT155,120,180,564
2024-10-30,KT155,120,120,240
2024-10-31,KT155,120,132,312
2024-11-01,KT155,120,24,24
2024-11-06,KT155,120,0,0
2024-11-14,KT155,120,480,0
2024-11-22,KT155,120,84,252
2024-11-27,KT155,120,48,96
2024-11-29,KT155,120,180,444
2024-12-05,KT155,120,600,0
2024-12-12,KT155,120,240,480
2024-12-13,KT155,120,180,180
2024-12-16,KT155,120,0,12
2024-12-19,KT155,120,48,216
2024-12-21,KT155,120,36,72
2024-12-23,KT155,120,0,36
2024-12-26,KT155,120,384,432
2025-01-02,KT155,120,348,0
2025-01-10,KT155,120,24,48
2025-01-14,KT155,120,36,108
2025-01-16,KT155,120,0,132
2025-01-17,KT155,120,72,216
2022-02-10,KT159,110,0,0
2022-02-15,KT159,110,1812,0
2022-02-20,KT159,110,24,96
2022-02-21,KT159,110,960,0
2022-02-22,KT159,110,24,48
2022-02-23,KT159,110,0,36
2022-02-25,KT159,110,36,96
2022-03-08,KT159,110,12,36
2022-03-10,KT159,110,0,12
2022-03-14,KT159,110,36,72
2022-03-23,KT159,110,48,120
2022-03-29,KT159,110,60,120
2022-03-30,KT159,110,12,24
2022-03-31,KT159,110,0,60
2022-04-01,KT159,110,264,0
2022-04-06,KT159,110,24,0
2022-04-08,KT159,110,36,72
2022-04-11,KT159,110,0,24
2022-04-19,KT159,110,0,12
2022-04-21,KT159,110,24,48
2022-04-22,KT159,110,0,12
2022-04-26,KT159,110,12,24
2022-04-27,KT159,110,0,24
2022-04-28,KT159,110,36,144
2022-04-29,KT159,110,84,180
2022-05-09,KT159,110,0,12
2022-05-17,KT159,110,12,24
2022-05-20,KT159,110,0,12
2022-05-23,KT159,110,60,180
2022-05-27,KT159,110,12,24
2022-05-30,KT159,110,12,24
2022-05-31,KT159,110,0,156
2022-06-07,KT159,110,120,264
2022-06-09,KT159,110,96,240
2022-06-22,KT159,110,108,120
2022-06-23,KT159,110,0,96
2022-06-24,KT159,110,48,132
2022-06-27,KT159,110,36,120
2022-06-30,KT159,110,24,60
2022-07-11,KT159,110,0,12
2022-07-13,KT159,110,24,60
2022-07-14,KT159,110,0,24
2022-07-19,KT159,110,168,312
2022-07-20,KT159,110,0,96
2022-07-21,KT159,110,0,12
2022-07-22,KT159,110,0,24
2022-07-26,KT159,110,1860,0
2022-08-05,KT159,110,0,324
2022-08-09,KT159,110,24,48
2022-08-10,KT159,110,0,96
2022-08-11,KT159,110,0,12
2022-08-12,KT159,110,0,24
2022-08-17,KT159,110,0,84
2022-08-23,KT159,110,12,192
2022-08-24,KT159,110,0,36
2022-08-25,KT159,110,36,72
2022-08-29,KT159,110,0,48
2022-09-09,KT159,110,2676,0
2022-09-13,KT159,110,12,24
2022-09-15,KT159,110,88,112
2022-09-16,KT159,110,36,132
2022-09-19,KT159,110,0,36
2022-09-20,KT159,110,0,12
2022-09-21,KT159,110,0,12
2022-09-22,KT159,110,0,24
2022-09-27,KT159,110,0,60
2022-09-28,KT159,110,12,72
2022-09-29,KT159,110,12,24
2022-10-03,KT159,110,0,12
2022-10-13,KT159,110,0,24
2022-10-14,KT159,110,0,12
2022-10-17,KT159,110,24,60
2022-10-19,KT159,110,12,12
2022-10-20,KT159,110,0,0
2022-10-21,KT159,110,0,12
2022-10-24,KT159,110,0,12
2022-10-25,KT159,110,0,24
2022-10-28,KT159,110,12,24
2022-10-31,KT159,110,24,132
2022-11-08,KT159,110,4,4
2022-11-09,KT159,110,12,60
2022-11-10,KT159,110,0,0
2022-11-15,KT159,110,96,240
2022-11-16,KT159,110,60,132
2022-11-18,KT159,110,0,0
2022-11-23,KT159,110,0,12
2022-11-25,KT159,110,36,72
2022-11-29,KT159,110,24,84
2022-11-30,KT159,110,0,12
2022-12-12,KT159,110,0,0
2022-12-13,KT159,110,48,96
2022-12-14,KT159,110,24,48
2022-12-22,KT159,110,12,12
2022-12-23,KT159,110,0,156
2022-12-26,KT159,110,36,192
2022-12-27,KT159,110,0,240
2022-12-28,KT159,110,24,96
2023-01-18,KT159,110,0,24
2023-01-19,KT159,110,12,48
2023-01-20,KT159,110,0,24
2023-01-24,KT159,110,0,36
2023-01-25,KT159,110,24,48
2023-01-26,KT159,110,264,1008
2023-01-27,KT159,110,24,84
2023-01-30,KT159,110,336,744
2023-01-31,KT159,110,84,252
2023-02-07,KT159,110,0,12
2023-02-09,KT159,110,0,24
2023-02-14,KT159,110,0,12
2023-02-16,KT159,110,0,24
2023-02-24,KT159,110,72,180
2023-02-27,KT159,110,0,24
2023-02-28,KT159,110,0,108
2023-03-14,KT159,110,0,36
2023-03-20,KT159,110,24,72
2023-03-21,KT159,110,0,120
2023-03-29,KT159,110,24,96
2023-03-30,KT159,110,12,24
2023-03-31,KT159,110,0,25
2023-04-18,KT159,110,12,24
2023-04-19,KT159,110,0,48
2023-04-20,KT159,110,24,72
2023-04-21,KT159,110,0,24
2023-04-25,KT159,110,144,288
2023-04-26,KT159,110,0,0
2023-04-28,KT159,110,12,24
2023-04-29,KT159,110,36,84
2023-05-12,KT159,110,336,672
2023-06-13,KT159,110,1,0
2023-06-21,KT159,110,0,9
2023-06-23,KT159,110,0,120
2023-11-07,KT159,110,9,0
2023-11-27,KT159,110,0,12
2021-01-28,LP24SF,90,906,0
2021-02-18,LP24SF,90,48,228
2021-02-19,LP24SF,90,72,396
2021-02-23,LP24SF,90,36,162
2021-02-24,LP24SF,90,0,36
2021-02-26,LP24SF,90,0,30
2021-02-27,LP24SF,90,0,42
2021-02-28,LP24SF,90,12,24
2021-03-03,LP24SF,90,60,120
2021-03-04,LP24SF,90,60,0
2021-03-05,LP24SF,90,0,66
2021-03-16,LP24SF,90,0,30
2021-03-18,LP24SF,90,6,60
2021-03-24,LP24SF,90,6,12
2021-03-31,LP24SF,90,0,24
2021-04-01,LP24SF,90,24,0
2021-04-08,LP24SF,90,66,0
2021-04-21,LP24SF,90,0,42
2021-05-05,LP24SF,90,414,0
2021-05-18,LP24SF,90,0,90
2021-05-26,LP24SF,90,12,12
2021-05-27,LP24SF,90,0,12
2021-06-11,LP24SF,90,0,72
2021-06-14,LP24SF,90,60,0
2021-06-15,LP24SF,90,288,0
2021-06-16,LP24SF,90,0,60
2021-06-18,LP24SF,90,0,222
2021-06-22,LP24SF,90,12,24
2021-06-23,LP24SF,90,30,108
2021-06-24,LP24SF,90,12,36
2021-06-28,LP24SF,90,54,120
2021-06-29,LP24SF,90,0,12
2021-06-30,LP24SF,90,0,36
2021-07-12,LP24SF,90,12,0
2021-07-14,LP24SF,90,0,36
2021-07-19,LP24SF,90,0,12
2021-07-20,LP24SF,90,12,60
2021-07-21,LP24SF,90,0,12
2021-08-12,LP24SF,90,318,0
2021-08-13,LP24SF,90,378,0
2021-08-17,LP24SF,90,264,0
2021-08-25,LP24SF,90,90,120
2021-08-26,LP24SF,90,0,120
2021-08-27,LP24SF,90,186,666
2021-08-28,LP24SF,90,0,180
2021-08-30,LP24SF,90,6,12
2021-08-31,LP24SF,90,408,0
2021-09-02,LP24SF,90,36,72
2021-09-06,LP24SF,90,0,132
2021-09-09,LP24SF,90,0,24
2021-09-16,LP24SF,90,0,30
2021-09-17,LP24SF,90,6,174
2021-09-24,LP24SF,90,0,12
2021-09-27,LP24SF,90,0,36
2021-09-30,LP24SF,90,0,60
2021-10-07,LP24SF,90,0,60
2021-10-12,LP24SF,90,222,0
2021-10-19,LP24SF,90,342,84
2021-10-21,LP24SF,90,0,12
2021-10-26,LP24SF,90,0,78
2021-10-27,LP24SF,90,24,96
2021-10-28,LP24SF,90,30,132
2021-10-29,LP24SF,90,0,6
2021-10-30,LP24SF,90,0,12
2021-11-08,LP24SF,90,78,78
2021-11-09,LP24SF,90,162,162
2021-11-10,LP24SF,90,6,6
2021-11-11,LP24SF,90,30,30
2021-11-12,LP24SF,90,0,12
2021-11-15,LP24SF,90,0,138
2021-11-23,LP24SF,90,0,12
2021-11-24,LP24SF,90,12,24
2021-11-25,LP24SF,90,18,42
2021-12-06,LP24SF,90,282,0
2021-12-13,LP24SF,90,0,12
2021-12-14,LP24SF,90,84,186
2021-12-16,LP24SF,90,816,114
2021-12-20,LP24SF,90,0,60
2021-12-22,LP24SF,90,90,228
2021-12-29,LP24SF,90,0,48
2021-12-30,LP24SF,90,0,12
2022-01-04,LP24SF,90,0,4
2022-01-07,LP24SF,90,0,3
2022-01-10,LP24SF,90,150,318
2022-01-11,LP24SF,90,0,31
2022-01-12,LP24SF,90,468,0
2022-01-20,LP24SF,90,84,582
2022-01-25,LP24SF,90,0,72
2022-01-28,LP24SF,90,72,174
2022-01-29,LP24SF,90,522,0
2022-01-31,LP24SF,90,0,174
2022-02-01,LP24SF,90,96,96
2022-02-03,LP24SF,90,0,36
2022-02-14,LP24SF,90,558,514
2022-02-18,LP24SF,90,120,312
2022-02-20,LP24SF,90,12,174
2022-02-21,LP24SF,90,0,6
2022-02-22,LP24SF,90,30,90
2022-02-23,LP24SF,90,0,108
2022-02-24,LP24SF,90,24,48
2022-02-25,LP24SF,90,0,6
2022-04-06,LP24SF,90,330,0
2022-04-21,LP24SF,90,558,42
2022-04-22,LP24SF,90,42,162
2022-04-25,LP24SF,90,6,24
2022-04-26,LP24SF,90,30,60
2022-04-28,LP24SF,90,78,222
2022-04-29,LP24SF,90,60,228
2022-05-02,LP24SF,90,0,6
2022-05-03,LP24SF,90,6,0
2022-05-09,LP24SF,90,0,60
2022-05-14,LP24SF,90,582,0
2022-05-17,LP24SF,90,132,354
2022-05-20,LP24SF,90,0,66
2022-05-23,LP24SF,90,60,156
2022-05-27,LP24SF,90,12,90
2022-05-30,LP24SF,90,12,108
2022-05-31,LP24SF,90,84,252
2022-06-03,LP24SF,90,0,24
2022-06-08,LP24SF,90,6,30
2022-06-09,LP24SF,90,24,138
2022-07-01,LP24SF,90,228,0
2022-07-11,LP24SF,90,0,168
2022-07-13,LP24SF,90,12,24
2022-07-14,LP24SF,90,0,6
2022-07-18,LP24SF,90,0,12
2022-07-20,LP24SF,90,12,42
2022-07-22,LP24SF,90,720,0
2022-08-04,LP24SF,90,12,66
2022-08-05,LP24SF,90,24,48
2022-08-09,LP24SF,90,0,156
2022-08-10,LP24SF,90,48,162
2022-08-11,LP24SF,90,0,36
2022-08-12,LP24SF,90,24,48
2022-08-16,LP24SF,90,12,54
2022-08-17,LP24SF,90,144,234
2022-08-22,LP24SF,90,600,0
2022-08-23,LP24SF,90,54,48
2022-08-24,LP24SF,90,0,60
2022-08-25,LP24SF,90,72,180
2022-08-29,LP24SF,90,0,18
2022-08-31,LP24SF,90,6,12
2022-09-07,LP24SF,90,300,0
2022-09-08,LP24SF,90,0,0
2022-09-13,LP24SF,90,330,60
2022-09-14,LP24SF,90,64,160
2022-09-15,LP24SF,90,48,222
2022-09-16,LP24SF,90,6,132
2022-09-19,LP24SF,90,60,150
2022-09-20,LP24SF,90,0,126
2022-09-21,LP24SF,90,0,12
2022-09-27,LP24SF,90,66,258
2022-09-28,LP24SF,90,0,0
2022-10-03,LP24SF,90,0,120
2022-10-13,LP24SF,90,0,6
2022-10-14,LP24SF,90,42,114
2022-10-17,LP24SF,90,24,174
2022-10-19,LP24SF,90,24,0
2022-10-20,LP24SF,90,0,0
2022-10-31,LP24SF,90,0,6
2022-11-08,LP24SF,90,0,18
2022-11-18,LP24SF,90,420,0
2022-11-25,LP24SF,90,0,24
2022-11-29,LP24SF,90,192,492
2022-11-30,LP24SF,90,54,144
2022-12-05,LP24SF,90,6,6
2022-12-12,LP24SF,90,0,0
2022-12-21,LP24SF,90,678,0
2022-12-22,LP24SF,90,66,84
2022-12-23,LP24SF,90,0,96
2022-12-26,LP24SF,90,36,120
2022-12-27,LP24SF,90,0,42
2022-12-28,LP24SF,90,126,276
2023-01-05,LP24SF,90,480,0
2023-01-11,LP24SF,90,6,36
2023-01-12,LP24SF,90,0,198
2023-01-13,LP24SF,90,324,48
2023-01-18,LP24SF,90,36,72
2023-01-19,LP24SF,90,12,24
2023-01-24,LP24SF,90,0,6
2023-01-26,LP24SF,90,24,54
2023-01-27,LP24SF,90,12,36
2023-01-30,LP24SF,90,66,144
2023-01-31,LP24SF,90,636,474
2023-02-01,LP24SF,90,678,0
2023-02-07,LP24SF,90,6,12
2023-02-09,LP24SF,90,72,168
2023-02-14,LP24SF,90,48,96
2023-02-16,LP24SF,90,0,6
2023-02-17,LP24SF,90,0,12
2023-02-22,LP24SF,90,0,6
2023-02-24,LP24SF,90,18,34
2023-02-27,LP24SF,90,12,24
2023-02-28,LP24SF,90,60,402
2023-03-06,LP24SF,90,0,6
2023-03-14,LP24SF,90,420,0
2023-03-20,LP24SF,90,0,156
2023-03-21,LP24SF,90,0,6
2023-03-23,LP24SF,90,132,270
2023-03-24,LP24SF,90,54,228
2023-03-28,LP24SF,90,0,0
2023-03-29,LP24SF,90,0,24
2023-03-30,LP24SF,90,24,84
2023-03-31,LP24SF,90,24,354
2023-04-01,LP24SF,90,210,210
2023-04-04,LP24SF,90,378,0
2023-04-14,LP24SF,90,0,96
2023-04-18,LP24SF,90,0,24
2023-04-20,LP24SF,90,90,180
2023-04-21,LP24SF,90,492,90
2023-04-24,LP24SF,90,294,0
2023-04-25,LP24SF,90,72,144
2023-04-26,LP24SF,90,60,120
2023-04-27,LP24SF,90,6,150
2023-04-28,LP24SF,90,6,18
2023-04-29,LP24SF,90,78,282
2023-04-30,LP24SF,90,0,6
2023-05-08,LP24SF,90,120,240
2023-05-09,LP24SF,90,396,0
2023-05-12,LP24SF,90,0,18
2023-05-18,LP24SF,90,30,72
2023-05-22,LP24SF,90,6,186
2023-05-24,LP24SF,90,12,156
2023-05-29,LP24SF,90,114,114
2023-05-31,LP24SF,90,6,78
2023-06-07,LP24SF,90,60,120
2023-06-12,LP24SF,90,0,6
2023-06-13,LP24SF,90,0,60
2023-06-14,LP24SF,90,36,72
2023-06-15,LP24SF,90,666,168
2023-06-16,LP24SF,90,18,42
2023-06-21,LP24SF,90,108,204
2023-06-22,LP24SF,90,0,12
2023-06-23,LP24SF,90,6,54
2023-06-26,LP24SF,90,0,24
2023-06-27,LP24SF,90,6,66
2023-06-29,LP24SF,90,0,246
2023-06-30,LP24SF,90,60,150
2023-07-01,LP24SF,90,1020,0
2023-07-12,LP24SF,90,102,282
2023-07-13,LP24SF,90,186,372
2023-07-14,LP24SF,90,0,72
2023-07-17,LP24SF,90,12,24
2023-07-18,LP24SF,90,0,84
2023-07-20,LP24SF,90,72,144
2023-07-21,LP24SF,90,60,216
2023-07-24,LP24SF,90,6,12
2023-07-25,LP24SF,90,6,12
2023-07-26,LP24SF,90,0,72
2023-07-27,LP24SF,90,0,54
2023-07-28,LP24SF,90,18,102
2023-08-04,LP24SF,90,498,0
2023-08-10,LP24SF,90,6,48
2023-08-11,LP24SF,90,60,216
2023-08-14,LP24SF,90,24,24
2023-08-15,LP24SF,90,0,156
2023-08-16,LP24SF,90,6,12
2023-08-18,LP24SF,90,558,72
2023-08-22,LP24SF,90,0,6
2023-08-23,LP24SF,90,6,12
2023-08-24,LP24SF,90,24,42
2023-08-25,LP24SF,90,0,24
2023-08-28,LP24SF,90,90,342
2023-08-29,LP24SF,90,42,120
2023-08-30,LP24SF,90,60,234
2023-08-31,LP24SF,90,90,330
2023-09-01,LP24SF,90,60,60
2023-09-04,LP24SF,90,378,0
2023-09-06,LP24SF,90,384,0
2023-09-07,LP24SF,90,0,0
2023-09-08,LP24SF,90,0,60
2023-09-11,LP24SF,90,0,6
2023-09-14,LP24SF,90,0,36
2023-09-15,LP24SF,90,0,78
2023-09-19,LP24SF,90,180,6
2023-09-20,LP24SF,90,6,24
2023-09-28,LP24SF,90,132,288
2023-09-29,LP24SF,90,24,48
2023-10-01,LP24SF,90,600,0
2023-10-03,LP24SF,90,6,204
2023-10-06,LP24SF,90,180,0
2023-10-09,LP24SF,90,6,54
2023-10-10,LP24SF,90,18,30
2023-10-12,LP24SF,90,24,84
2023-10-17,LP24SF,90,12,24
2023-10-18,LP24SF,90,6,24
2023-10-19,LP24SF,90,60,180
2023-10-23,LP24SF,90,0,84
2023-10-25,LP24SF,90,24,108
2023-10-26,LP24SF,90,0,12
2023-10-27,LP24SF,90,48,228
